filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
rainier.ppm80.jpg,422.2529296875,14.3871115459068,32.7256438296114,39.2537187876238,0.995566708770811,86.974581932174,91.2329191386843
rainier.ppm81.jpg,452.119140625,13.4367237617988,32.7227134132331,39.2394587309715,0.995612415222277,86.9462972340118,91.263788824647
rainier.ppm82.jpg,470.3564453125,12.9157366940381,33.9231446434843,40.4362826502651,0.996600924260157,89.3145987778483,91.9350545849529
rainier.ppm83.jpg,486.30078125,12.4922686416104,35.3934138072557,41.9083568112114,0.997489957904478,92.2178514300594,92.5447473309996
rainier.ppm84.jpg,499.830078125,12.1541305052889,37.1308551746382,43.6468985590962,0.998243770972446,95.6405194944234,93.0661826875223
rainier.ppm85.jpg,511.828125,11.8692187929298,39.2719116104258,45.790222243451,0.998799080925782,99.8566762112504,93.4529551257306
rainier.ppm86.jpg,521.5595703125,11.6477586565233,39.8478697545203,46.3705021600731,0.998930466564847,100.997885452261,93.5447952546378
rainier.ppm87.jpg,529.27734375,11.4779143141813,38.3620109963049,44.8865367079336,0.998645544899366,98.0792693980499,93.345791966359
rainier.ppm88.jpg,542.712890625,11.1937639679129,36.73453276398,43.2593020597995,0.998144473408981,94.8777790612381,92.9972593854484
rainier.ppm89.jpg,553.583984375,10.9739446433927,37.1873676566485,43.7054562677134,0.998281367461673,95.7557424447361,93.092297491452
rainier.ppm90.jpg,572.3134765625,10.6148120720281,39.9239078913154,46.4433382806574,0.99893312803919,101.141124368231,93.5466569660146
rainier.ppm91.jpg,590.3349609375,10.2907677877529,39.889786946078,46.4130355994594,0.99895419403236,101.081531471475,93.5613945430275
rainier.ppm92.jpg,633.2724609375,9.59302729034914,38.8384256553936,45.3586231390789,0.998783771013239,99.0078200627953,93.4422615507765
rainier.ppm93.jpg,690.25390625,8.80110919328825,40.6965287664713,47.2185630744507,0.999109807621307,102.665627973595,93.6703613930601
rainier.ppm94.jpg,727.9580078125,8.3452615876227,40.5621357305431,47.0829481251065,0.999105284919194,102.398942390757,93.6671919046096
rainier.ppm95.jpg,769.5380859375,7.8943461162147,40.9480126989534,47.4693526858221,0.999188757840566,103.15879853043,93.725713580742
