filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
wedding.ppm80.jpg,203.9189453125,29.7912486291562,36.8102707171566,41.4572472208392,0.979069305253509,91.3288896760797,81.0041333935726
wedding.ppm81.jpg,210.50390625,28.8593219395424,36.9969966865653,41.6398983910636,0.979626636167986,91.6888847595685,81.3215973723213
wedding.ppm82.jpg,216.9423828125,28.0028269314739,37.1293161268119,41.7726067062321,0.980173314888508,91.9503922925878,81.6347990236345
wedding.ppm83.jpg,226.5634765625,26.813677527252,37.2972056080164,41.9412375825646,0.98085749397327,92.2826280751438,82.029312160277
wedding.ppm84.jpg,233.283203125,26.0413090982159,37.4699435921381,42.1180397968897,0.98178235620772,92.6308985152511,82.5671232443317
wedding.ppm85.jpg,241.8349609375,25.1204374109086,37.6616443840879,42.3099652962207,0.982499729084213,93.0088917892872,82.9878822609276
wedding.ppm86.jpg,254.19921875,23.8985785631963,37.8808469216352,42.5282117764264,0.983269096336088,93.4386473080292,83.4426667127916
wedding.ppm87.jpg,263.0927734375,23.0907140497463,38.0522970667024,42.6961805983155,0.983794303199605,93.7693500270414,83.7552372782152
wedding.ppm88.jpg,280.1787109375,21.6825895860273,38.3058972078718,42.9504181337655,0.984642621632796,94.2698288320517,84.2637525695616
wedding.ppm89.jpg,291.0986328125,20.8692151567506,38.5307639261788,43.1757048523984,0.985410568351509,94.7132518455157,84.7280064473864
wedding.ppm90.jpg,314.162109375,19.3371505306153,38.8532454982667,43.5010281809372,0.986344442343109,95.3534808392882,85.2976304219289
wedding.ppm91.jpg,334.169921875,18.1793740319705,39.1599199576643,43.8078189840012,0.98719809636059,95.9571533977008,85.8232267001379
wedding.ppm92.jpg,350.8525390625,17.3149666131326,39.4721908710315,44.1200945277418,0.988042007930738,96.5715475959964,86.3474709246775
wedding.ppm93.jpg,391.384765625,15.5218100793956,39.871470810751,44.5195780267194,0.989058040018169,97.3574354646518,86.9848260730942
wedding.ppm94.jpg,437.646484375,13.8810666071628,40.3376915719278,44.9861305934834,0.990068253765675,98.2751680117006,87.6253029056106
wedding.ppm95.jpg,492.783203125,12.3279364261509,40.8361207422676,45.4847107922375,0.991055875472822,99.2558107078269,88.2580535217667
