filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
shop.ppm80.jpg,261.6826171875,23.215145374548,34.1982032818859,39.5434767208967,0.984209002987597,87.5489071756766,84.0032595799989
shop.ppm81.jpg,269.7578125,22.5202004112485,34.3954277459468,39.7391131939965,0.98460699705954,87.9362759430887,84.2423067106477
shop.ppm82.jpg,278.013671875,21.8514433445972,34.5799235711086,39.9240265788653,0.985009828312217,88.3021518210975,84.4852770483139
shop.ppm83.jpg,289.1796875,21.0076995812508,34.7946048835605,40.1392986702504,0.985519045531011,88.7278112901204,84.7938869898553
shop.ppm84.jpg,298.150390625,20.3756231453034,35.0279218693335,40.3743097599877,0.986171892700433,89.1921901589972,85.1919618060597
shop.ppm85.jpg,308.6083984375,19.685141528092,35.2694836611064,40.6159505957432,0.986704989760153,89.6693726218361,85.5190462030127
shop.ppm86.jpg,321.9560546875,18.8690348000959,35.5296108760824,40.8757706573831,0.987209201781133,90.1821627056271,85.8300953825399
shop.ppm87.jpg,333.1533203125,18.2348475299649,35.7673107933481,41.110786674883,0.987650084945592,90.645771990231,86.1034282115793
shop.ppm88.jpg,354.0205078125,17.1600228403082,36.0822657822823,41.4265385128834,0.988235731368754,91.2683556960297,86.4684697228402
shop.ppm89.jpg,367.212890625,16.5435368830879,36.3675693095058,41.7119427648089,0.988715756320772,91.8308566184578,86.7693528612733
shop.ppm90.jpg,393.203125,15.4500298032982,36.7671531840225,42.1139263384915,0.989419281810092,92.6227964009037,87.2130745181294
shop.ppm91.jpg,418.5244140625,14.5152822532661,37.139689884,42.486777456957,0.990021216134933,93.3570636032873,87.5953300589592
shop.ppm92.jpg,438.052734375,13.8681933093458,37.5289955323238,42.8761339912173,0.990513373333859,94.1236053952889,87.9096710762749
shop.ppm93.jpg,483.849609375,12.5555542100101,38.01994191857,43.3667055069738,0.991217243559665,95.0891490182307,88.362063682478
shop.ppm94.jpg,536.7373046875,11.3183860092173,38.561290331266,43.9085134117303,0.991875490316828,96.1552743228241,88.7881673883689
shop.ppm95.jpg,601.09765625,10.1065108752867,39.1551722737963,44.5025602045322,0.992589950380966,97.3239587026688,89.2540031295373
